stars,comment
5.0 out of 5 stars,"







  
  
    The kids seemed to like them.
  
"
2.0 out of 5 stars,"







  
  
    Bought two sets. Both sets were composed of BW sets Boundries Crossed, Plasma Blast, and Plasma Freeze. No holos out of 6 packs. Good price, fast shipping but, cards sucked.
  
"
5.0 out of 5 stars,"







  
  
    It was a gift for someone and they loved it.
  
"
5.0 out of 5 stars,"







  
  
    I bought 1 order, and got 3 packs From newer sets. Though I was hoping for some EX series, I opened them up. In the most recent pack (next destinies) I got a shiny emboar! Will buy more!
  
"
1.0 out of 5 stars,"







  
  
    I hate it. Got 4 packages, nothing good! No holos! Definetly weighed, as i got 12 packs, and none had even a holo. No UR's, no holos. Absolutely horrible.
  
"
3.0 out of 5 stars,"







  
  
    I was hoping for some better cards but I got cards that I already had...
  
"
5.0 out of 5 stars,"







  
  
    No issues
  
"
5.0 out of 5 stars,"







  
  
    I got exactly what the description said it would be. not a bad deal at all.
  
"
5.0 out of 5 stars,"







  
  
    A +
  
"
3.0 out of 5 stars,"







  
  
    It's cool, but my daughter hardly plays with this stuff.
  
"
1.0 out of 5 stars,"







  
  
    I bought 5x random packs so i had 15 packs( 6x flashfire, 2x primal clash and 7x XY base)I've got 0 holo rare's and 0 EX cards!!!normally 1 out of 3 packs had a special card!100% weighted cards!!Buyers beware of this scam
  
"
2.0 out of 5 stars,"







  
  
    All the packs were relatively new, this was a big rip off. Unless I get something really good this was money wasted.
  
"
5.0 out of 5 stars,"







  
  
    Amazing deal,I received about 15 ultra rares in 81 packs, very good deal, must have for any serious collector, R Cloud
  
"
1.0 out of 5 stars,"







  
  
    I ordered 11 sets of this. So 33 packs in total. I got so many duplicate packs, and the oldest pack I have is black and white. Random packs? Random packs of 2013 and newer -.- Don't buy. At least not from CardRush. Maybe another seller doesn't cheap out on the packs. Demanding refund and shipping these back. I'd rather pay shipping and get most of my money back than get packs I could have just gotten at walmart.
  
"
1.0 out of 5 stars,"







  
  
    I just bought 3 random booster packs, and the description is correct, but in a way not really. You do get 3 booster packs, BUT THEY ARE NOT RANDOM, LISTEN: the people sending these booster packs weigh them, they buy a whole bunch of booster packs and weigh each pack because the booster packs with rare holos weigh slightly more (look this up online). They then take the booster packs with lower weights (that dont have ultra rares) and sell them online. You will most likely get lame cards that aren't rare holos. DO NOT BUY, this is a form of scamming. You are not getting ""random booster packs"", you are getting carefully hand selected booster packs that will most likely not have any rare holos. The price may seem good, but trust me, this is not worth it. Go to walmart or target to buy pokemon cards, because online, sellers will scam you.
  
"
2.0 out of 5 stars,"







  
  
    I bought 6 of them (2 x 3-packs) and i got no holos. Also only it is not random. All of them were XY boosters no older generations.
  
"
2.0 out of 5 stars,"







  
  
    Need better cards
  
"
5.0 out of 5 stars,"







  
  
    I got great pulls, and the cards came very very fast in the mail! I defiently reccomend buying from this buyer.
  
"
1.0 out of 5 stars,"







  
  
    Do not buy.. I purchased 12 packs and did not even pull an EX or a holo,  clearly weighed and very disappointed.
  
"
2.0 out of 5 stars,"







  
  
    I wanna say these cards are fake but they aren't.They came quicker than date expected. The only reason for 2 stars.The packs are weighed, I only pulled 3 holo cards and a full art. The packs were all new sets. No old ones. I would rather have gone to walmart and spent 20$ and have a chance of getting a full art and some holos with non weighed packs. I was very disappointed. A complete waste of money. DON'T BUY! Go to walmart and get yourself a tin!
  
"
3.0 out of 5 stars,"







  
  
    Not random from all sets. All packs were from XY series. No good cards. CardRush
  
"
2.0 out of 5 stars,"







  
  
    Figured i would get packs from older generations. I bought 6 sets of 3 packs and in every set of 3 packs i got 2 Roaring Skies and 1 Next Destinies pack. Didnt seem to be so random.
  
"
3.0 out of 5 stars,"







  
  
    All from XY expansions, expected more variety.
  
"
1.0 out of 5 stars,"







  
  
    Very disappointed as ordered 7 sets, 21 packs thinking that most of the packs would be newer, but a few would be older packs. The oldest pack we got was from 2014 which is unacceptable. Didn't expect many older packs but a few. No Black and Whites or Treasures. Could have gotten all the packs at the store.
  
"
5.0 out of 5 stars,"







  
  
    Grandson loved them
  
"
2.0 out of 5 stars,"







  
  
    It only has 3 diff kinds of packs one is break point, furious fists, and then breakthrough
  
"
4.0 out of 5 stars,"







  
  
    Ok
  
"
5.0 out of 5 stars,"







  
  
    as advertised.
  
"
5.0 out of 5 stars,"







  
  
    Gave these out as prizes, so I don't know what they contained, but the mystery is certainly part of the appeal.
  
"
2.0 out of 5 stars,"







  
  
    Says random packs but it only gives you the new X and y packs...
  
"
5.0 out of 5 stars,"







  
  
    My grandson, age 9, said you should get these Pokémon packs because they will give you a lot of rares.
  
"
2.0 out of 5 stars,"







  
  
    I know my nephew was into pokemon so I got these, not knowing what I'm doing at all. Apparently these are ""old"" and ""not exciting"" so beware other aunts who don't know what they're doing! ;)
  
"
1.0 out of 5 stars,"







  
  
    WOW WHAT A RIP OFF.I got a set of theese and theese are definatly wieghed.You wont get good cards.AND they give you black and white thats all.EXTREMELY DISAPIONTING
  
"
5.0 out of 5 stars,"







  
  
    These cards are rewards for my 7 year old daughter after she has a couple of good violin lessons. She has quite the collection now AND is an amazing violinist! :)
  
"
2.0 out of 5 stars,"







  
  
    My son wasn't excited about these.  No EX or other really exciting cards.
  
"
1.0 out of 5 stars,"







  
  
    Bought 15 packs, only reversed holos in every last one. Nothing better. Only got black and white and xy packs. Two of the packs had cards with mashed corners. Very disappointed. Weighing cards is such a cheap practice. Ripping people off for your own gain... Karma will catch up.
  
"
2.0 out of 5 stars,"







  
  
    just not what I expected
  
"
2.0 out of 5 stars,"







  
  
    My son was not happy with these Pokémon cards, they were all basic cards, he did not get any ex cards in the 3 pack. I will not order from here again
  
"
1.0 out of 5 stars,"







  
  
    these cards are fake and look like turtle poop
  
"
5.0 out of 5 stars,"







  
  
    I bought 4 orders of these, (so 12 packs total), expecting to get packs from mostly newer sets. I was pleasantly surprised to see quite a large range! I got packs from newer sets like Black & White and Call of Legends and even older sets like EX Emerald and EX Delta Species. Also, even though I ordered 12 packs, none of them were from the same set! As a collector of all sets, I was very pleased with this purchase and at $2 a pack, I will definitely be ordering more.
  
"
1.0 out of 5 stars,"







  
  
    Weighthed
  
"
5.0 out of 5 stars,"







  
  
    Arrived quickly and my son got some pretty good cards. He was very excited, especially when he pulled a mega ex with gold trim which I guess is ultra rare. He knows more about that than I do:)! I get worried buying this kinda of stuff online but this seller has put my mind at ease, will definitely buy more! I included a pic of the card he got.
  
"
1.0 out of 5 stars,"







  
  
    Do not buy this product at all. I bought 4 of these and none of them had any rare holos or any exs and megas whatsoever. Will never buy from this seller again. You should always look at reviews before buying products.
  
"
1.0 out of 5 stars,"







  
  
    I had it for less than 2 months. Usad it for about 20 times SMS it fell apart. First the springs Sant retract than it just came apart
  
"
1.0 out of 5 stars,"







  
  
    Pokemon cards are dumb. It's super confusing and I hate them
  
"
2.0 out of 5 stars,"







  
  
    Really really disappointed. I was hoping to get some older booster packs mixed in based on other reviews, but literally only got packs from XY and up. Plus I purchased four orders and only got 3 different expansion types. Will not be ordering again.
  
"
2.0 out of 5 stars,"







  
  
    I love the fact that you kinda anticipate the arrival of your 3 booster packs, the only issue is I wish that some of the older packs would once in awhile be included.
  
"
1.0 out of 5 stars,"







  
  
    Packs looked like they were opened previously. I bought two sets of this (6 packs total), not one rare holo. What's up with that.
  
"
1.0 out of 5 stars,"







  
  
    the packs were probably weighed and got the same packs on all 3 orders i purchased. dont buy!
  
"
3.0 out of 5 stars,"







  
  
    They Did Deliver Fine But It Would Be Better If They Wern't All The Packs.
  
"
3.0 out of 5 stars,"







  
  
    I ordered 3 sets of this and I got the same packs in all three sets. But i did pull some pretty good cards and thats why I rate this 3 stars
  
"
3.0 out of 5 stars,"







  
  
    Some of these looked different outside the pack with missing letters in the pokemon. The kids were all excited to receive their own pack of cards in their goody bags
  
"
5.0 out of 5 stars,"







  
  
    Exactly as advertised! My daughter loved them, and even got a mega mewtwo x.
  
"
